company_id,name
ad91ccef-31e4-4167-a5f7-0bce362c9ff1,"Coulter Ventures, LLC."
4db5a4e3-9d5e-4b15-aa26-f0f5de280e0d,MILESTONE ENTERTAINMENT LLC
a45783ae-9cec-49bc-bc2e-7b064aaa5907,Raytheon Company
1b07134c-9d99-4340-92f5-eb3884a8e444,THE DOW CHEMICAL COMPANY
6fc24e46-a97b-493f-8697-d53eebdd91c6,Dynamit Nobel GmbH
7bc63741-7a2f-483e-ad10-222db3eaebb0,Technit-Technische Textilien und Systeme GmbH
ade1200b-07aa-45ea-9d0c-f4ac0d415c48,"Zhuhai Kelitong Electronic Co., Ltd."
c0bcf07d-7732-405c-a8a9-9a41601478fb,"SHIN-ETSU POLYMER CO., LTD."
83c849be-f31a-410b-abcb-b9ed098533ca,"ROHM CO., LTD."
46150e0c-8edb-4d25-8256-5f90d9acc689,UNITED TECHNOLOGIES CORPORATION
906da649-dd98-4eac-a78c-d5dc3cc385b1,LG ELECTRONICS INC.
2798536d-2fc6-43a2-816a-f7d6fd8fec98,Stanadyne LLC
c5df4c94-39b1-4147-8c10-3aadb7c96e2c,"AqueSys, Inc."
7385c5f4-3dd4-4af5-b395-b0b5e8fe0b00,California Institute of Technology
cb5367eb-ebac-459a-b013-d92860572522,"Nissan Motor Co., Ltd."
67c9606b-94c0-4992-93e2-8f2b69aafd0c,RCA Corporation
f77ea771-4d01-4e78-99c3-d8ad15b224a6,Photonetics
bbf99fa9-45ef-46e1-8a5c-9cb25335c2a1,"Fibre Glass-Evercoat Company, Inc."
7ec24c7e-9cf7-4ae1-bc02-ac20b29086ec,Kabushiki Kaisha Daikin Seisakusho
43b0639e-bcce-4acf-95c8-c823e0193a95,Google Technology Holdings LLC
e95e8e24-abc4-48ca-a4e6-533f93c4b054,Tesat-Spacecom GmbH & Co. KG
c3f2e476-234a-44dc-b639-5e6b7a420022,INDUSTRY-UNIVERSITY COOPERATION FOUNDATION HANYANG UNIVERSITY
55bc7465-2823-418d-9835-41d555c610a6,SONY GROUP CORPORATION
f68061b9-5827-43c8-8f62-33cae08b6d16,Siemens Aktiengesellschaft
50ea4207-4a29-45ae-888e-bb528bbab3be,Injectaplastic SA
87bbd77e-54e0-4d95-9c1b-7843963c09eb,TOYOTA JIDOSHA KABUSHIKI KAISHA
37ba5e07-ee1c-48d0-9bb4-4aa311514c07,"GOVERNMENT OF THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF COMMERCE"
5836917d-49a2-4ca8-9a83-4734f00e8485,"Fleetfoot, L.L.C."
c835b9d2-3d1e-4896-84ac-bb26f2826bbc,Rohm and Haas Company
6674b19e-00dc-4dad-8048-ebfc1273f51c,Verizon Patent and Licensing Inc.
68b27ba5-0f6e-4a58-ba2e-cffb0215e094,"Lifetime Products, Inc."
e2852a20-57a2-42e7-a044-24170686d69a,"The Population Council, Inc."
d6f138ea-5fbc-4de0-b58f-9080a787105f,BASF SE
dc4f8ba6-ebfc-483a-9feb-5e64800815bb,Charbonnages de France
ff6a0dd6-ce8a-40db-91a8-6e93655b3a73,AIRBUS OPERATIONS LIMITED
7f7f1d2f-d858-4e97-8723-87f06ac28989,"CISCO TECHNOLOGY, INC."
3cf1d97e-4d20-4ab2-99d5-b6884af195a7,"10x Genomics, Inc."
1e1339a0-dae5-482f-ba1c-e9a06b8386e4,JONKER LLC
fb59ffef-8e77-4392-827a-a9c35616fb16,CHUNG HUA UNIVERSITY
ec4c46d0-6341-44da-94e6-ffea20643da2,Sapal Societe Anonyme des Plieuses Automatiques
e4de33a5-523c-4cee-94b8-af4c8051a296,YAMAHA CORPORATION
8f4094b7-206a-49cc-bada-d91974888071,The Procter & Gamble Company
8e0bb2dd-1262-4464-8f42-47fefb224f1e,ASML Holding N.V.
64013197-abc2-4d02-95fd-af904f8e24f4,ANRITSU CORPORATION
af4b406c-7dde-4f27-94f5-d3f8380a469d,Mercado Medic AG
ec772f92-6069-4b93-ac93-7526a11b220a,USUI KOKUSAI SANGYO KAISHA LIMITED
65294219-40df-439c-b76e-76a85317435e,Oiles Corporation
b8ae2d5d-1247-414f-8283-3b1b5e559dd6,"Japan Servo Co., Ltd."
3b43422e-5909-4324-989b-fd7298921ca8,"SUTENG INNOVATION TECHNOLOGY CO., LTD."
8992db46-bb5f-43b4-822e-33547222055f,"Haier US Appliance Solutions, Inc."
1d4a3263-81e0-42e2-9285-34101f7de27f,Microsoft Corporation
29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
a2128e7d-84f8-477d-864f-e2805921b359,Gardena Kress + Kastner GmbH
533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
97ed5df6-7345-49c0-b1b8-42a1ec75baf1,Waymo LLC
ace39363-f02c-4ec4-bd9e-ffa4b996f3d3,"Harman International Industries, Incorporated"
c0750c9e-b866-411f-9b2d-b57210bca8b8,Everest VIT
d1dff8a7-7ce7-463d-ad9c-1e19d714fb7f,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE
53cc491d-015e-4686-aabc-3e7e4f41e492,Abbott Laboratories
0ed3b5da-e166-4ce8-bb57-768914cc7e2e,"Halliburton Energy Services, Inc."
b904f566-62d6-44a5-8689-7b5c5a3a1a19,General Electric Company
37cdaf50-125e-4031-8cff-31e1afdd3708,SIGNIFY HOLDING B.V.
f005e862-f69d-43f2-994d-734e7887d63a,Koebenhavns Universitet (University of Copenhagen)
bd8bd618-aae4-42d7-9429-21611ea4c325,Mannesmann Rexroth AG
26874762-b4a4-4ebc-8e50-235fc1cd3b47,KOREA ELECTRIC POWER CORPORATION
0bc189af-3eb0-4f95-9c77-b230b103c2cb,PANASONIC HOLDINGS CORPORATION
4f93e940-5dbf-4dc4-acf3-ef2408ea9340,Beihang University
85b67cfa-135d-4357-aac9-938aa1f65656,Kohler Co.
8bcf2d52-ac35-4fcc-9f7f-a647d46c43e3,OrCam Technologies Ltd.
36be6c59-01ae-44f0-baaa-78958210dfde,"T-Mobile USA, Inc."
ba50ed3d-81eb-43fa-a2dd-c59fe5f91383,"Anderson-Cook, Inc."
2c0cd0c3-e985-4224-9060-b5d12cf2f289,Saint-Gobain Vitrage
5a10ee7a-c149-443e-ae07-f9873cd6ee6d,"TIMOTION TECHNOLOGY CO., LTD."
019f00ba-5999-43af-a3da-dac8860dd220,"GUANGZHOU SHIYUAN ELECTRONICS CO., LTD."
bef3e5fe-e6bf-41bf-be80-f3b7c89242d9,Tyco Healthcare Group LP
02efbc81-a5a4-42d7-932b-7d5796d3f80b,Rubbermaid Incorporated
318a5e62-6b84-4775-b468-bf4749f39f35,ALFOREX SEEDS LLC
17b756b2-5243-4284-9053-957d4df02f9a,DEERE & COMPANY
a8ff5b01-5396-4174-bd3b-0245cf192b9b,"The United States of America, as represented by the Secretary of the Navy"
937ff1e7-d996-412c-aa90-41763f7b8b11,Wyse Technology L.L.C.
118565fb-5037-4fb5-b31c-a1c6e7674c02,KONINKLIJKE PHILIPS N.V.
4ab68e87-2ca3-4737-bd3a-9e7ed5e65841,Universal City Studios LLC
7d8588ec-8ba6-4788-8590-ca3438b51377,"InterDigital Patent Holdings, Inc."
949909e6-4429-4c3f-9d54-5978e74bc893,EZflow L.P.
49a37e6f-3d15-4ce8-856b-698fe9ac4287,"Sequenom, Inc."
c957fb8b-d6ef-4271-9686-04f6a1807c1e,"Brainscope Company, Inc."
bbf1d5f4-e1ef-44df-ac2a-929d2c341942,KOMATSU LTD.
91896e66-dfbb-4c89-8418-a0d710026e1c,HARRIS CORPORATION
ff5c26dd-8e2b-4c70-9ed6-8c2cdee2f566,Self Sime Italia Ricera & Sviluppo S.r.l.
0ec9eb70-213a-40f8-8747-243a410b72ca,SESSILE RESEARCH CORPORATION
048b2efe-1ff2-4857-9bbc-18422f0f1910,GOOGLE LLC
27de0b49-ded4-4de2-8e74-49a72dfa2d7c,Dolby International AB
8592d210-4a4c-4468-b903-3024c200d0c8,"AirFlow Direction, Inc."
39fca4e5-7261-4526-8f83-9781bff21b24,"CONNECT NOW, INC."
f1dd9d80-dc90-4ad0-a89e-892f5580c67d,TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED
88de0958-1455-41f5-9d4b-383c0f42c07f,Metra Electronics Corp.
e158008f-001b-4327-b2b9-9d9f64b64919,ASML NETHERLANDS B.V.
69383809-71f8-45ef-b137-eaa3ade9869b,BSH Bosch und Siemens Hausgeräte GmbH
8ef2c9de-2a27-4cd0-8599-6722f036c7d4,Univerza Edvarda Kardelja v Ljubljana
84a438a7-7032-40b7-b7e7-23ecb8ba33fb,Newell Operating Co.
5952964e-63c6-4284-9012-0fdd0643f715,Fujitsu Limited
9921f15a-8121-4f1a-94af-8eebc794a42b,"Montage Technology Co., Ltd."
c6917367-707b-47bd-a76b-88d734bc85f6,AKTIEBOLAGET SKF
769b72c1-fad2-4927-9115-af4f77e5172e,YAMAUCHI CORP.
de60cc20-6d55-4e98-921d-a92afa901cdb,"SHENZHEN SHOKZ CO., LTD."
3dcceced-141d-47f7-b78a-b1e9e21a0b8a,"Progressive Dynamics, Inc."
66e2c62e-301f-42e2-a6de-b62c87f792e5,"HUAWEI TECHNOLOGIES CO., LTD."
d530b05a-2539-4dbe-aa54-027b4ab9be0b,"Microsoft Technology Licensing, LLC"
4936eded-ae03-4f33-83f7-669a952300b8,"SHENZHEN WINRISE TECHNOLOGY CO., LTD."
20e02a59-2ba8-400f-aa8c-ecab435f864e,"VIVO MOBILE COMMUNICATION CO., LTD"
f0236bcc-a68f-44e1-92d1-2d6b157ca97e,Unisys Corporation
4ef2b9c8-d3e7-40d6-ac53-8694d8fe890f,Kabushiki Kaisha Toshiba
40432ae4-d8cd-48f7-bdc7-d2c3b1685719,NXP B.V.
3881c7bd-d615-4ffe-8c3a-45b46a702a3e,Yasushi Kiyoki
cb6a8105-44d9-4fa8-9a25-d1ae30c2fae7,Nano Precision Corporation
d9306c5c-0682-4d06-9403-74ba052eb1d6,Oura Health Oy
0f9aaaa8-0c87-487d-91f8-47f5b1e34efe,ROCHE INNOVATION CENTER COPENHAGEN A/S
512138f1-dbcc-4c8f-9b39-1d1c6366c1a4,"Synopsys, Inc."
ab6c7692-2951-4ad1-99bd-b56927abe107,MAQUET CARDIOVASCULAR LLC
4d02b7ca-575f-4cad-8529-aa098a0d76aa,"SANYO ELECTRIC CO., LTD."
4c7daf25-83f9-40b2-934a-0ea4bd71a90f,"Graph-It, Inc."
0e3c64f0-f963-4fa4-96db-7915cc62aa37,Mitsubishi Petrochemical Company Limited
3ceb6f87-5ae1-4dc7-b11b-696780870d23,The Gillette Company LLC
ae000317-3435-4778-aa33-19697d1f148e,BISSELL Inc.
a840e3a9-0c49-4453-903d-e71be82ad9a2,"Chotaro Engineering, Co."
a7b79334-35a4-48e8-8143-47f2bfd65432,TELEFONAKTIEBOLAGET LM ERICSSON (PUBL)
15182395-39d5-496f-a262-cfb9fda60a63,"Micronics Computers, Inc."
1ba15938-bc8e-4d40-998b-a0668a9830a3,"Hewlett-Packard Company, L.P."
faaf0635-4865-4a55-b09e-4011a1210b5e,THE CHILDREN'S HOSPITAL OF PHILADELPHIA
ee19b405-e8a2-4bfe-8aa1-9f8fe50d3be7,"Amazon Technologies, Inc."
a026fdeb-c4d0-4c6a-9217-c884896462f4,"Coulter Electronics, Inc."
d16c20d6-e786-4687-b7ec-3a1a97b3ec1f,L'Oreal S.A.
3ce8b817-c4d0-4786-8b82-01ae6e352c9c,"RAWLINGS SPORTING GOODS COMPANY, INC."
7d2e2343-e96c-463b-bbe8-75451ac73230,Lembaga Minyak Sawit Malaysia
eaa008b9-163f-4a5e-a364-07c398ad3eb2,KOLIBRI BETEILIGUNGSGESELLSCHAFT MBH & CO. KGAA
a76cd634-2abb-44d3-9fdd-8137f3de78ae,MASIMO CORPORATION
99a82a2a-c494-4f14-bec0-2bcb33b5c533,E.I. DU PONT DE NEMOURS AND COMPANY
38edc402-cc0c-4905-b977-d0759cf926c0,2336063 ONTARIO INC.
dacd194f-a5f9-4a3e-a1d7-2f6f81348ed3,Lear Corporation
853622bb-3ea7-4ef8-a8b9-86cb1e65fb4d,"Therapeutic Technologies, Inc."
294f36f6-0502-4b69-8200-c0ffde4c729a,"Dade International, Inc."
b15d2283-1043-4ce5-a753-34337789cc7b,"L'Air Liquide, Societe Anonyme pour l'Etude et l'Exploitation des Procédés Georges Claude"
37023562-be24-4daf-a7e3-8f615b927f53,Filterwerk Mann & Hummel GmbH
10aa3d8e-b0ae-4c68-81ad-9e2dd031a07b,SAP SE
721d9994-c1c2-4895-8b4b-da77871a9c0b,A.W. CHESTERTON COMPANY
9234545c-0b3a-4abe-b3d8-b9c6099f2b85,BLACK & DECKER INC.
dd8e5360-f2b0-41a0-b4bf-d34613c415b4,OSHKOSH CORPORATION
77b0e539-7552-487c-8171-df9127f7fa66,"SUMITOMO ELECTRIC INDUSTRIES, LTD."
52c7ad01-5f2a-4b95-8f4d-84ccadb4ac2b,Oracle Corporation
6ce04dde-f383-4923-8798-780d1a608ed6,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA
523e491c-04a0-4fa0-b13d-f4efc775837b,"SHEI CHUNG HSIN IND. CO., LTD."
1918bc79-3bf3-4be6-8ea5-c5438e714ae2,Infineon Technologies AG
1b7df2b5-6ba8-45e7-978f-a91d69bf49be,HONEYWELL INTERNATIONAL INC.
60d0d424-80a8-4d80-b4d0-a03ccc3a4c9a,Eaton Corporation
961de0c4-ba40-4d86-9531-6154e70d6470,NORTHROP GRUMMAN CORPORATION
be5bfb50-6595-446b-a4d6-df8ab617ec94,A School Corporation Kansai University
041e8a5b-225e-408b-9189-fe0af7822493,A.E. Staley Manufacturing Company
3cfe78ad-dd7b-4a97-82f6-0777b8d2b94e,Orthomed Sarl
9ad71884-fa3a-475e-b26b-34321c2dcff7,Memorial Sloan Kettering Cancer Center
7a0b2880-9068-45d0-92a2-d1c13a051b18,Ruth B. Northup
f94290bc-7c0d-49af-9797-828af77eb9c7,GM GLOBAL TECHNOLOGY OPERATIONS LLC
93036231-0e24-4efc-9030-73a3dd0d4e85,"MIYAKOSHI PRINTING MACHINERY CO., LTD."
9ba4a673-1745-4824-9c0e-812958e20bb4,Bishop Fox
75af58a7-54a5-41c1-8dd7-ee4f50e46e9d,Caterpillar Inc.
f92254c5-6003-4a97-866b-1da0e5fe77e7,"Acer Peripherals, Inc."
466fa08c-0be1-456f-b98f-ad4829beaaa2,Ecole Polytechnique Federale De Lausanne (EPFL)
f46b8a20-8370-400b-af37-f9866977c7e3,"Conopco, Inc."
c38e0f23-4fed-4894-9231-b49a7c9c6787,BARCELONA SUPERCOMPUTING CENTER—CENTRO NACIONAL DE SUPERCOMPUTACIÓN
ca3eedcb-292b-495c-8f04-81e3aa3b4a78,Catalytic Distillation Technologies
d741637e-71a6-4101-a7db-0c2ba20a2958,The Boeing Company
901e83b5-d257-46d7-88bf-c3899a7a3f67,"Berry Global, Inc."
2fbab67e-3673-4864-8401-5964ed7c1951,SOMAR CORPORATION
3e0fba4d-6b56-42a0-a974-3117903cdeb7,Bayer Aktiengesellschaft
398098a3-6260-4080-b4b9-1d5ed20aba89,"Rochester Sensors, LLC"
bd60fdad-58a6-4477-a109-dc81b3297854,"IDEMITSU KOSAN CO., LTD."
0b800e51-472b-4cd4-a8aa-4dc76f5b0b52,UNIST(ULSAN NATIONAL INSTITUTE OF SCIENCE AND TECHNOLOGY)
b60c5c40-c606-4da6-a7f4-4fb756844aa9,Callaway Golf Company
1d5a7ead-9e90-4953-9339-ce3553eda289,"ZHUHAI UNILINK TECHNOLOGY CO., LTD."
a65ea07f-5aee-4c2b-9ad8-b9e9b130631b,"Palau Pharma, S.A."
8842ba54-c74f-4e5a-b125-f2ea48163211,"HOWA MACHINERY, LTD."
3c1b176a-b246-45eb-a51f-ffe64f7bcf0d,"System Create Co., Ltd."
235eef56-e958-4a4e-842d-1f654fc8b93c,Masonite Corporation
8bd78eec-29db-4cd7-a70d-51f14b8b89c6,Crane ChemPharma & Energy Corp.
3c6296ab-65b1-4cac-9f36-a8757041ae39,WEIDMÜLLER INTERFACE GMBH & CO. KG
6a360eeb-c3dd-429c-ab6f-f5d78fc52c7d,The Electricity Council
bc0a0c4d-29fa-4bc3-9a3b-b4bd32a5cdd3,Jefferson Smurfit Corporation
b23553dd-fa4e-4288-bd7c-a4b675a1227d,"KARL STORZ Imaging, Inc."
c0dd0b4d-fbbe-4965-b458-304bb690d1e8,Arm Limited
8375f43c-a676-4794-a0a6-67b092640796,POWERCHIP SEMICONDUCTOR CORP.
8a03b7d9-0444-4dfc-9737-bf029c47a462,"FORD GLOBAL TECHNOLOGIES, LLC"
457da951-87ee-4552-b6df-ee97af55afc2,Triangle Package Machinery Co.
08f91805-6459-437d-a3d4-def133ef77d0,Wistron Corporation
f758057d-653f-46a6-839b-754198f730bd,SAFRAN HELICOPTER ENGINES
8fd70c02-b926-4e69-a968-f28a56e605db,Amarantine N.V.
0c366465-e38a-4f8c-9292-e33ea65142e2,MANDOM CORPORATION
195cf2e1-d3be-48ef-86c5-c1134a77dfe1,"Fu Tai Hua Industry (Shenzhen) Co., Ltd."
f958ffa8-312d-49cd-98d7-f23267832b30,Societe D'Applications D'Electricite et de Mecanique SAGEM
85e143f7-b7b0-4718-8136-a8b6ddbe3e94,SR Technos Ltd.
6f65eaad-c3f2-459f-8d64-eb871462ca6c,"KANSAI PAINT CO., LTD."
af4c7e42-7ad3-4643-9c05-4025381f0877,Ford Motor Company
9d85c233-d177-4315-8245-3b92aad6c28b,Chevron U.S.A. Inc.
d882a3df-5db8-4831-b545-b89f6497a1a3,Board of Supervisors of Louisiana State University and Agricultural and Mechanical College
385560a3-3671-4fb7-b284-b0325157da84,Kao Corporation
ff76d76f-ac52-49e3-b79d-a564bc90208c,SAFRAN
36cef71c-44e6-4623-8a67-cbcffa445794,Courtaulds Coatings (Holdings) Limited
700ee0eb-3d4c-41f6-8f75-5100b9bd581b,BAE SYSTEMS PLC
ba6f1162-90be-44df-b18f-86ca6b1dd69e,Hilton Gun Company Limited
c5a61db4-8f0f-4476-9dad-588a20822e97,Comptoir Lyon-Alemand-Louyot
1e3fe876-6cc6-4a1a-a667-a2bd65e52ae1,R.G.B. S.p.A.
fe1c40af-8a94-4777-a42d-414893532f5f,Verily Life Sciences LLC
58b84b36-913b-428b-b123-7b0b7f435ec8,Vancouver
73bea314-fd03-4a86-bd8d-038bb00ef198,JOHNSON ELECTRIC S.A.
164fb31e-ea0f-4571-b1d7-bde640ac5a7c,"Avid Technology, Inc."
b67d2f38-2bea-4492-b250-4cf5f52eab70,"CUREMARK, LLC"
b1137819-7aa4-42ea-9af6-55bfad5d903e,Merlin Gerin
0e40ce48-0407-4267-93b6-8df488a39177,SYRACUSE CHINA COMPANY
a26f90c6-69b8-4e8b-9f5b-bfe43a1a404e,Graco Minnesota Inc.
62a9aa55-4efd-4416-92c1-4c7530ccf949,"Martigold Enterprises, LLC"
6ae4930a-3454-4465-86ee-1dcb0f55b2fc,Chemische Werke Huels Aktiengesellschaft
9971439c-aa8f-4cf2-b787-3b80dc992cfa,NEC CORPORATION
bf2b5bc2-00b1-4a3a-98a1-79e091d08558,Innovative Micro Technology
331621c5-64ce-4538-af8e-0f5513742cf3,Lenovo Enterprise Solutions (Singapore) Pte Ltd.
58ef0a9f-a4ed-4f56-a0ff-a396e7a1b491,Water Security Corporation
6603ab86-c59b-4f42-92c5-30db1e9887f2,Atlantic Richfield Company
637582e1-d84c-4f61-9209-97035570545c,EnTec Gesellschaft fuer Endokrinologische Technologie m.b.H.
888eda16-9f0e-4c22-9433-2b97e4e630a1,"Lab Products, Inc."
dce3b1cd-7ba7-4b81-ac35-7d09eae1359b,LMT Radio Professionnelle
8aaaea41-4f5f-45ba-8aa6-707a07218d6c,Bayer Pharmaceuticals Corporation
40d746d7-78fc-4973-b926-1d0161e92b9d,"Shachihata Industrial Co., Ltd."
047948fc-d4bf-4f0f-b166-c5868c2ae5ef,Ari D. Susman
ec6dfeaf-5622-4da6-ae89-7cbf8d904b2e,Board of Trustees of Michigan State University
d441ba8a-375f-437b-b0b0-5669f3edefb8,Kloeckner-Humboldt-Deutz AG
361ffb07-0c17-47f5-a6e6-2018ada787c0,KORLOY INC.
8a361d71-30a7-4db6-b0ab-73636b36fe5b,"Hemex, Inc."
88638056-5bb5-4b60-8c17-24f1402946dc,Witte Automotive GmbH
9d6634ed-909a-4cf0-8c03-e7cc3a5b0961,Hansa Metallwerke AG
b507b831-edcd-41ba-b913-5f0a65966bd8,Forestry and Fishries
9f6cb05e-bce3-4142-aad5-7f7b38a158ec,TE CONNECTIVITY SERVICES GMBH ET AL.
ac853623-5a99-45be-94e6-c4915fa768f4,"Shin-Etsu Chemical Co., Ltd."
4aca4b90-da09-4851-92f6-e5658e9ca61d,Nortel Networks Limited
587aa06d-0264-428e-852e-6603464ffcce,"Virgo Optics, Inc."
895fc9a0-3868-4237-9c68-4118879f52b2,"DAQRI, LLC"
230c3997-b227-4afd-be76-b42f549c0a5a,"NOTEVAULT, INC."
1548fb30-bae7-4aba-80da-e3dcf01b390b,Brother Kogyo Kabushiki Kaisha
1186af69-a13a-48fe-b2c6-d1c20a6b81eb,"Hitachi Global Storage Technologies Japan, Ltd."
88c962da-6df3-4f86-85ba-14c24c3cb600,"Taiwan Semiconductor Manufacturing Company, Ltd."
6147b723-38fd-4932-be02-76299eacc8e3,IMG Group Limited
a429ff76-df82-43a6-91a3-1a52b07bd681,MITUTOYO CORPORATION
b9240653-e653-4341-a25c-2788b9ff2eb5,"RVM Scientific, Inc."
a4c9e9be-489b-40ec-9ae1-3e1e893a62d5,Maschinenfabrik Buckau R. Wolf Aktiengesellschaft
fb12bbbc-4a8a-4b50-86a4-0bf6619cf644,CNH Industrial America LLC
eca00897-1c28-4eab-9b80-a7ce8f47af8e,I.M.D. Soft Ltd.
d9be2bbd-edfc-4202-bf9d-e3cf4c344b73,Trax Technology Solutions Pte Ltd.
5eaceda6-d637-4578-bbba-a40f5560b683,KONINKLIJKE PHILIPS ELECTRONICS NV
89f647d4-59cc-4858-9051-32aba3c013f4,"Ikanos Communications, Inc."
06cf80f1-42ba-42a6-b203-2a79447fca97,"Optum, Inc."
48710067-12ab-417e-aa22-0cb3e24efd57,Wisconsin Alumni Research Foundation
b23e3cee-e5d6-4ac2-8bbb-4707becdf7de,SK hynix Inc.
9341ddcd-cb70-42d1-9a77-c1d120af1a53,"H & S Manufacturing Co., Inc."
d1097181-f21f-4cfa-995a-7f16d587ea4a,"Hewlett-Packard Development Company, L.P."
3a6b2184-9e51-4e3e-9c6f-e0b3e21f6421,Roussel Uclaf
86e2d957-14eb-48e5-a42c-a1d571171da4,BUDDHA SHENG INTERNATIONAL LTD.
e4a38080-34e0-4ed2-be90-d80fb8688252,"Olympus Optical Co., Ltd."
d6d0f615-0be6-4f41-9685-73c3ddd014ae,MICHELIN RECHERCHE ET TECHNIQUE S.A.
8fd3c1d5-fae2-4f35-bcbe-c266e5cd93ef,SIEMENS GAMESA RENEWABLE ENERGY A/S
9598f088-2fab-465b-b09d-f6a33f111a17,"MARINE INNOVATION CO., LTD"
9181a46f-16aa-4ce2-85a7-00b0ecdcf8c2,"Kuvee, Inc."
8d3957b3-0431-419f-baa1-d445e683d3be,HOFFCO Incorporated
9d545c8b-42a9-4811-beb5-2c1fb2babaa6,"Navcom Technology, Inc."
1db23e41-6116-4ff7-9444-0119bc2d4b50,Silergy Semiconductor Technology (Hangzhou) LTD
d01b3382-9898-4e74-9f52-8e5a09ab79e9,Fustiplast S.p.A.
2ad1f6df-65c2-4ec7-be93-632dd81a3e13,Brooks Automation GmbH
f7de9ca4-d991-4028-a559-20e6c711d0ed,KONE CORPORATION
d7be4447-4923-4e6a-be22-de517bc6f026,"NTT DOCOMO, INC."
6ee8c61d-aa82-4e89-b6f9-4fec0aea9815,Flachglas Aktiengesellschaft
6dd92a3b-fa04-4f80-ba36-8e9dba603913,"PACESETTER, INC."
1c631b96-8301-4819-bd8c-2e69e2ef6c76,Robert Bosch GmbH
53d298b2-8eff-445c-a379-c3a3a76534c7,KEMIRA OYJ
deb30313-8342-4e21-b6bf-0a855f880b7e,THALES DEUTSCHLAND GMBH
a42ba1ca-eafb-4dff-b0a2-604b53435405,Broadcom Corporation
cc350b07-a862-44df-8ba6-aad22a8433f4,AC International Inc.
ed6124a8-b349-4dd4-9e5c-0dff822131a7,MASSACHUSETTS INSTITUTE OF TECHNOLOGY
cc1ad218-7522-4ef2-8358-d6d7af56c517,Grain Processing Corporation
